business_id,cool,date,full_address,funny,id,latitude,longitude,name,neighborhoods,open,review_count,stars,state,text,type,useful,user_id
yb17xHvhDJthJGS10uhFeQ,6,2010-09-16T07:00:00Z,"3855 E Thomas Rd Phoenix, AZ 85018",7,kfJC_crlXCUQ-UgXNR04Ew,33.4804382324,-111.999580383,Ice House Tavern,[],True,28,4,CA,"My name is Amy and I'm a comedian.  (""Hi, AMY!"")  I perform here about once a month and it's one of my favorite spots to make people laugh.This is a bar.  Behind an ice rink.  The wall behind the bar is the plexiglass of the ice rink.  One time, while I was on stage, a puck hit the glass.  Freaked me the you-know-what out.  I thought I'd been shot.  But I hadn't.  Lucky for you.I don't drink, so I have no idea about specials, what's on tap, blah blah blah.I can tell you this:  The service is amazing (and CUTE!) and the place is clean.  I judge.  I judge you on your bathroom.  This bathroom is clean.  The comedy show is every Wednesday night.  It's free.  If you're lucky, you'll see me there.  Making people laugh.",business,8,6kmu0mYbdpMIOZ6Y0eVsxg
EGiGWZp_zSqdeftiFQ7MbA,0,2010-10-14T07:00:00Z,"7361 E Frank Lloyd Wright Blvd Scottsdale, AZ 85260",0,3BnCZAfr2Dwe5dkxE_cB-g,33.6370353699,-111.921775818,Cantina Laredo,[],True,92,3,CA,"I like the review of the whacked waiter... i think he may be still at work at 'Cantina Laredo' cuz i think he served us....... Called ahead after a Cardinals game to make sure there was room enough for our party of 10- "" No problem "" we were told , come on down. arrived 9:00 ish on a beautiful 80F evening in Scottsdale -stepped across a half empty patio into the spacious Cantina - chilled to an ungodly 60F- Note to the great state of Arizona : (the reason that y'all are booming and experiencing sustained in-migration is because people are like lizards--- ( in more ways than one)---they like the sun , they like the heat ... they flee from northern climes to get away from the chill - Don't AC your premises such that it reminds us of Duluth in winter.... we just escaped Duluth in winter and fled south to thaw ) .we asked for a spot on the patio and our man immediately declined stating that "" he had already set a table for us inside""- upon my wife's insistence that he reevaluatethe patio  he disappeared for a moment or two and then reappeared - affirming that the half empty patio was indeed full. this puzzled my wife who then surmised that : A) he wanted our large party in his section -not the patioB) there would likely be a built in minimum gratuity on the final bill                                       ( there was)                  after taking our drink order ,(competently),  he returned with salsa and chips. The salsa he described as being of two types ""hot "" or ""regular""-there were indeed two temperatures -but they appeared  to be seperated thermally rather than chemically -??  the same salsa one served at room temperature , one served chilled...???when asked about the best dishes for people who wanted a little kick to their food he replied: "" I wouldn't really know , I don't like spicy food"" ????????????????? Dude , can you not at least fake something.... it is after all a Mexican restaurant. If people want spice they go Mexican - if they want bland they seek out a Saskatchewan restaurant - non? The meal was salvaged - ( not saved), by a compatriot of our man who hailed from Durango- he spoke knowledgeably about the menu , filled our empty margarita glasses and retreated into the kitchen to assemble , on our behalf , a pepper mole sauce that was truely outstanding.The food was uninspired -( there was a Baja Grill of some sort across the parking lot and we wondered if they shared a kitchen...) , the service was poor ( excepting our hombre from Mejico ), and the casa freakishly cold--Two stars tops over all but boosted up to three by our amigo from Victoria de Durango",business,0,Kq4cVcc_g8amBkHe5dJ01A
6rijZ1qIjiq1Dgdy35iqxw,0,2011-08-15T07:00:00Z,"5701 N Echo Canyon Pkwy Phoenix, AZ 85073",0,Lf3zby7BdwuW0XJ_D05H9w,33.5219535828,-111.974372864,Camelback Mountain,[],True,212,4,NY,"Whew!  What a hike.  Coming from Colorado, though, the relative comparison makes it just a 3.  Firstly, it's definitely treacherous.  When we arrived between 730 and 8 on a Saturday morning, there were about four, maybe five firetrucks in the parking area...these rescue/aid teams just camp out there, I think, because of all the doofuses who don't plan accordingly waterwise or overestimate their ability to make this climb.  Also, two different areas of the Echo Canyon trail are especially steep and potentially slick, so they've installed some metal railings to help you along there...but only if you've got some gloves or if the temperature is moderate (uhhhh,...that doesn't really happen in Phoenix during the day in summer), because those damn things get hot enough to fry an egg.  Also - water, water, water.  Bring a LOT, or top off at the start of the trail before you go up (though the water out of that tap attached to the water fountain is about 85 degrees, yuk). It was a fun jaunt.  The view was worth it - not entirely picturesque as far as nature goes, but it was nice view of the city and surrounding area.  If you go, just be wary of the sun/heat, and know that you'll be clambering over and around boulders and such.  (If you trip, it's CURTAINS!)",business,1,Lmgv46LyI1PlLs0KNIfYFQ
hCtyvahPsEOUb38LKxEQNQ,0,2011-05-22T07:00:00Z,"15147 N Scottsdale Rd Ste 133 Scottsdale, AZ 85260",2,p4Aea4EFNIj6rTmuDRln4g,33.6235427856,-111.925544739,Coal Burger,[],False,63,3,NY,"My boyfriend and I tried this place out last Saturday. Our total was $24 for 2 burgers, 2 fries, 2 beverages. Not bad for a lunch in Scottsdale. We found the burgers to be just OK tasting. Nothin special to lure us back anytime soon. I was satisfied with portions for $. I think people are used to ridiculous huge meals like the ones served at cheesecake factory which are big enough to feed a family of horses so when they see a normal single portion they feel underwhelmed/cheated. I found the restaurant to be clean and nice enough to sit & enjoy the burger & kill some time before our movie started.",business,0,GPPHDWEZGjiw777_iTOJ1w
9OPheVf5o8sRcRHxJDl4-A,0,2010-02-14T08:00:00Z,"1514 N 7th Ave 2nd Fl Phoenix, AZ 85007",1,mK4zxOOrgdslesi0IcKyrg,33.4653358459,-112.08278656,SideBar,[],True,235,4,NY,"After a year in the Valley, one of my girlfriends took me to Side Bar.  I really like the atmosphere.  It was sleek yet cozy. The night we went in, it was hopping but not overly crowded.  A welcome sight considering much of my first year in the Valley was spent in crowded, pretentious Scottsdale hotspots. As I get older, I crave more intimate setting and SideBar fits the bill.  Also, I give five stars to any business who goes out of their way to help a good cause.  SideBar is just that kind of establishment.  If anyone is on Twitter, follow #buzzcation.  @SideBarphx has let #buzzcation folks hold a number of networking and fundraising happy hours.  It's a cool crew so come out and joing and I commend SideBar for always accomodating this crazy crew of tweeples. :)",business,2,eA7hkwrrknhxhqs-dOhDYg
_oQN89kF_d97-cWW0iO8_g,0,2012-02-17T08:00:00Z,"4221 W Bell Rd Phoenix, AZ 85053",0,wa_exNUrfZRlzk8xiqYDxA,33.6391372681,-112.150245667,Mi Comida Restaurante Latino,[],True,104,4,NY,"I read all the good reviews of this restaurant , and wanted to try it, as it's right up the street from where I live. I don't think I hit a bad night, it was slow, the service  was horrible, they confused our order with the table next to us. He  put  plates of food  down and walked off, the order had nothing to do with ours.We tried to get his attention,gave up and took a bite.OMG, it was AWFUL,fried fish that tasted so fishy that I couldn't eat it.At that point, the table next to us realized it was their meal , and got up and walked out . Finally I got the waiters attention, he took the plates ,gave us the correct meal, and didn't offer to do anything about all of our time he had wasted, let alone the mistake. Our real meal was O.K., I tried the tamales, wasn't blown away,my boyfriend said his steak was so-so. I don't think I would come back again.",business,1,KpC10_UEJuga43WadHCmYw
XkNQVTkCEzBrq7OlRHI11Q,1,2010-05-04T07:00:00Z,"2336 W Thomas Rd Phoenix, AZ 85015",1,Y2uoNO428_rn0swSO8UzAA,33.4806785583,-112.109107971,Pizza A Metro,[],True,193,4,NY,"I've been a bunch of times for takeout and took a seriously picky foodie friend this past weekend.  Everything I've had here has been excellent and I mean, excellent.  In the past I've had the margherita pizza, eggplant parm and fried calamari.  All good.  This weekend we had the comp tapenade, beef carpacchio, lasagna and one of the pizzas (can't remember name -- had olives, art hearts, ham and ?).  All delicious.  The lasagna was so delicate but melded perfectly with the sauce.My very particular picky friend LOVED the place.  Seriously loved it.",business,1,-Dc9up-WyQ6XrYTjmL3GaQ
ZhMlXLXuZf5z7lxunHk2ww,0,2011-07-18T07:00:00Z,"15323 N Scottsdale Rd Ste E1-160 Scottsdale, AZ 85260",1,2XkrLvu5xTfOJIdYFeE0Yg,33.6251831055,-111.925514221,Eddie V's Prime Seafood,[],True,71,4,NY,"As good as it gets.  We ate here for a birthday celebration and we were taken away by the great food and service (as usual).  We requested the V Lounge and were given a nice corner booth.  When we sat down there was a birthday card signed by the employees of the restaurant -- a very nice touch.  For appetizers, we had oysters and the (best) crab cakes (anywhere).  Steaks and seafood as our main courses paired well with the red cabernet wine.  Overall, just incredible.  Completely up to par with Eddie V's standards -- comparing to Houston and Austin.  My mom forgot her sweater at the booth and a hostess ran out to give it to her.  We also got a follow-up phone call the next day asking how everything went.  For those special occasions or a fun happy hour, Eddie V's never lets you down!  Also, their Banana's Foster is divine!  Save room for it or just stuff your face and go to the gym the next day -- delish!",business,1,UrjEdSRi5vry3bQ1NKyLuQ
0lEp4vISRmOXa8Xz2pWhbw,2,2011-12-08T08:00:00Z,"1935 E Camelback Rd Phoenix, AZ 85016",0,rbI4SgEjR5_mFD0AAJpL4Q,33.5087356567,-112.041488647,Cafe Zupas,[],True,54,4,NY,"Zupas officially opens today! I was invited to their VIP catering event a few days ago and was able to get a sneak peek. The soups are very good; I tasted all of them! My favorites are the wild mushroom it is very creamy and has a great flavor. The shrimp and sausage gumbo is very hearty with just a little New Orleans kick! I recommend them both! If you enjoy tomato soup theirs is a tomato basil and it is yummy!. One thing I really liked is that you can taste the soup before you order it! Bonus they have 8 varieties of soup to choose from!I had the turkey pesto artichoke panini as well it was very good. You can get a 7.99 combo of any 2 items soup, salad, sandwich. By the way it's not 1/2 sizes with that combo either! I got a full panini and full soup.The soda bar is nice to you can create your own drinks!The ingredients are fresh and the employee's are very friendly. They also cater which is a big plus!",business,4,_7el1cOgnfkNfmZKi277bQ
M6fjHpkL9IRI-nI0BattRw,1,2011-01-24T08:00:00Z,"2337 N 7th St Phoenix, AZ 85006",1,9J6zDTYyPjMqDC-KUQIE3Q,33.4746055603,-112.065109253,The Main Ingredient Ale House And Café,[],True,238,4,NY,"I'm still feelin the love. A most wonderful combination found I today of simple delightful food, a laid back atmosphere, warm staff, dog-friendly accommodations, a vegan-friendly menu and... oh yeah... all day Monday Happy Hour.  Thank you TMI for the immediate bowl of water set down for my hound, the speedy $4 glass of red, and a yummy manageably-sized veg sandwich. I couldn't have asked for a better ending to this much dreaded Monday. It was lovely winding down and enjoying the sunset while other suckers waited in traffic.I second Sarah G's enthusiasm for Sophie's salad sans mozzarella. Mmmm mmmm arthichoke. My next mission is the Cash Money sammie with house made cashew butter (wha?!) Cabernet jelly AND bananas. It's like Elvis met Sophia Lauren and decided to class it up. Soon will I be back to attempt such an adventure. Very soon.",business,5,FHDI8M5sm6lrZXNUBZAOfA
miuWgBMwg_6RzI_BvUfjnQ,3,2008-07-30T07:00:00Z,"8650 E McDowell Rd Scottsdale, AZ 85257",3,YkFNxEyAyOmFBDFtyytjsw,33.4659919739,-111.896614075,Bell Auto Service,[],True,3,3,NY,"Brought my car in to get the electric stuff checked. $25 to do an electronic systems check, then determined it was a bad alternator. I brought my car in at the end of the day, about 5pm or so, and they had it ready by 11am the next day. The owner/manager, Terry, seemed like a straight up guy. Pricing is fair, as far as I could tell. They seem to stay pretty busy with normal cars as well as business fleet vehicles. I've seen school buses there, Topkick-sized trucks, and as well as your standard fare trucks with lawnmowers on the back.",business,4,ZOKN67ZtI1ClbRmcAR4yKQ
GrGHVKec258eN1_gtJwS1w,0,2012-11-04T07:00:00Z,"1925 E Camelback Rd Ste 132 Phoenix, AZ 85016",0,9dQ-nc14v538hjkQyr-E3w,33.5092124939,-112.043174744,Michaels Arts & Crafts,[],True,18,2,NY,"There really isn't much I like about Michael's to begin with - I especially dislike them for using my name and putting on such an inferior showing - but this location was a particular disaster.  Clean up your aisles for goodness sake, I feel claustrophobic with all the crap hanging around - its like the clothing section at K-Mart, but possibly worse.",business,0,5lq4LkrviYgQ4LJNsBYHcA
17DI33J8TkcfzyoiIYLQIw,0,2012-05-21T07:00:00Z,"6949 E Shea Blvd Scottsdale, AZ 85253",0,uPfs1kC6brJcAKnDwVxc0A,33.5815696716,-111.931282043,Thai House,[],True,60,4,NY,"Heart be still I loved this place. Way better than I expected. I had the spicy noodles and they were delicious, flavor great and quality was on point. For desert the sticky rice with mango, I dream about it now. Highly recommend if you are in the mood for Thai food. I'll be back!",business,2,kiL8inOENuxBRJjknd7aNw
Fy75nbQSylmO3UGCSedaZg,3,2010-04-01T07:00:00Z,"610 E Roosevelt St Ste 148 Phoenix, AZ 85004",1,pusWCa-D9Kx8kTvcL4bH-g,33.4589004517,-112.066261292,Spoken Boutique,[],False,9,4,NY,"Still 5 stars, but sadly Amber is closing up shop.  Don't feel bad for her as it is not for the lack of business.  She is getting married and leaving the state and taking Spoken with her.  Damn her!!!  I did pick up some jeans and 3 shirts, all at 60% off.  So hurry over and pick up some bargains!  And wish Amber good luck!",business,3,1ylYrKcGNA8MDkhNBTjHMA
EcHuaHD9IcoPEWNsU8vDTw,1,2009-02-22T08:00:00Z,"5402 E Lincoln Dr Paradise Valley, AZ 85253",0,GJJFzEx4_zOhVRN7cMOJ4w,33.5336227417,-111.965263367,"Camelback Inn, A JW Marriott Resort & Spa, Scottsdale",[],True,103,4,NY,"This is my favorite spa in the world! Hopefully, I'll make it to others...but if I could only get to the Camelback Inn, I'd be in heaven. Here's the rundown of how I enjoy the place: Early morning appointment for massage - Rose does fantastic hot stone - I like her the best. Then I shower and get into the eucalyptus steam room. Next I head out to the pool and savor the view of Camelback Mountain and the amazing desert landscaping they've procured. I drink some water and as I lounge there, I order a small, healthy and very tasty meal (usually breakfast). I swim a little, lounge a lot - regardless of the time of year.  If I have planned it, I then head back into the showers and clean up for my next treatment. I spend hours there and if I feel like I might be pressed for time, I reschedule.",business,1,msgAEWFbD4df0EvyOR3TnQ
3n9mSKySEv3G03YjcU-YOQ,0,2012-06-01T07:00:00Z,"5144 N Central Ave Phoenix, AZ 85012",0,9V5XGfH54FWON5zkK6SpSg,33.5127716064,-112.074012756,Postino Central,[],True,402,4,NY,"Bad service, great food, awful coffee.",business,0,1r7dSiDim_U0GFn8V4HvAQ
jsJxRLGm8zjWm_HVR2FDnw,0,2011-07-24T07:00:00Z,"3626 E Indian School Rd Phoenix, AZ 85018",0,RriK-Hb3PGwroO7Zfnd8pw,33.495464325,-112.003105164,Hazelwoods First Place Sports Grill,[],True,64,3,NY,"I'm usually a big fan of dive bars but wasn't impressed, at all.  One of the kegs was empty so my friends didn't get their ""favorite"" beer, not a huge deal but not a good thing for 5pm on a Friday.  The servers seemed really overwhelmed and was probably due to the fact that there were only 4 for the entire place and it was really busy.On a very positive note, my friends said that the food was really good for bar food.This might be a great place for any day and time other than happy hour on a Friday.",business,0,8B5pqCDFglMvfW7qj5W8TQ
eTbtfgUtfewdncgVf2CbWw,0,2010-05-06T07:00:00Z,"825 W University Dr Tempe, AZ 85281",0,u89APIU0kXS1-JPqBcPIgA,33.4217910767,-111.951187134,Essence Bakery Café,[],True,263,4,NY,"This place is fantastic - very tasty and a nice surprise for the Tempe area.   Tempe seems to be full of places meant for those in college (makes sense because it is, in fact, a college town) - but for those of us who work in the are this is a nice break from the regular places.  I will be adding this to my list of lunch options. It is really nice when you are looking for a light salad or even quiche.  I would recommend this.",business,1,oMDSmhe72hjxoR3EAj6sXQ
lVHtVCyFJOqAH0ltn7pLuw,0,2009-02-04T08:00:00Z,"4855 E Warner Rd Ste A29 Phoenix, AZ 85044",0,W3R-lEDWBooITQOgwwblKw,33.3317718506,-111.978279114,Sushi Eye,[],True,130,3,NY,"I had been craving sushi steadily for about two weeks, so I decided to try somewhere new. This place happens to be just across the street from my work and the reviews on here were a vote of confidence. I had the cherry blossom roll and rainbow roll, shared edamame, and hot green tea. The cherry blossom roll was good, not amazing, but good. The fish was fresh enough, and I did like the eel sauce drizzled on it. The rainbow roll was much less rainbow than I'm used to. The rainbow roll did have a bit of a fishy taste, and the whitefish on it was a pale yellowish brown color, and not as moist as it could have been. The crumbled macadamia nuts were and interesting and kind of fun garnish. The edamame was tasty, not over cooked, but could have used a little more salt. The green tea was boiling hot, with the kind of walnutty aftertaste you get from good green tea, I was disappointed it came in a single glass, not in a tea pot diffuser with a teacup like at most restaurants.My girlfriend had pork katsu, the sauce drizzled on it was sweet and vinegary, but not too overwhelming. Gauging from the fact that she ate all of it I would assume it was pretty good. The salad that came with it was a bit strange, iceberg lettuce and a cream sesame dressing. The miso soup on the side was better than the little packets I get at the store, but didn't taste home made. It was not too salty, but the tofu must have been dehydrated, it was in tiny little shriveled squares on the bottom of the bowl. The waitstaff was very attentive and friendly. It wasn't too busy when we went, about 5pm. The music was typical pop music, but thankfully unlike some places (RA for instance) its not blaring. I would say its definately not the best sushi I've ever had, not even the best I've had in arizona, but it was ok. The rainbow rolls at kobe are better.",business,0,K46kUag6aS0Vd4JjiaqNsQ
XHr5mXFgobOHoxbPJxmYdg,0,2010-10-31T07:00:00Z,"9832 N 7th St Ste 1 Phoenix, AZ 85020",0,E-EAo8WSdyBTUDMVaMn3uA,33.5754737854,-112.065162659,Scramble,[],True,248,4,NY,"Meh.Plus for cool decor. Minus for being in a strip mall (but hey it's Phoenix...)Cinnamon Roll was good.  Awesome icing. Toluca Brizza was unique, but nothing spectacular.it would be a good place for groups, with a vast menu (that i hear is very vegan friendly), but they are better places around town for brunch, both in terms of quality and price points.",business,1,kvL7bId7FbaMi19TFl3h9w
1NZLxU5WvB5roPFzneAlLw,0,2011-01-25T08:00:00Z,"2814 N 16th St Phoenix, AZ 85006",0,zEmsQ-WVAxXKG4QjH1gfxw,33.4787940979,-112.047805786,Barrio Café,[],True,398,4,NY,3 syllables for this place. A-MAZ-ING!The best Phoenix has to offer.,business,1,Z6_d6w5G5QkosYMRhct_Vw
YQz2fnfnL5eAWn1zOmKYnQ,1,2012-12-24T08:00:00Z,"8880 E Via Linda Scottsdale, AZ 85258",0,3w2FnG0ljCy7HXPqsFqoSg,33.5695228577,-111.889633179,Andreoli Italian Grocer,[],True,67,4,NY,"They have good baked baguettes and the price was $1.50 last month, however raising the price to $2 per roll during the holiday's is ridiculous.  The female cashier was short and unprofessional.  While i was waiting for the rolls, she was rude to the next three customers spending money.  They need to work on their customer service and I vowed never to go back.",business,1,TvDqY4iUY8kNGqyvKpQfVw
OFBJtqWGSx6n6CchtVmoRw,6,2009-08-29T07:00:00Z,"3146 E Camelback Rd Phoenix, AZ 85016",5,anRbWt5BCVmxuiQCimIIjw,33.5100402832,-112.014640808,Delux,[],True,502,4,NY,"I came here after having wanted to try this place for some time.  I love hamburgers, and a good burger is a real treat for me.  Nothing complicated really, just a good well made burger.When my date and I arrived, we liked the interior.  The place was smaller then I had anticipated.  Very narrow seating.  Anyways, service and menu selections were excellent.  I went with the traditional burger, and my date went with the Panini.  I went with the French fries, and date went with sweet potato.  I loved both.  The excitement of my night was the fries in the shopping cart!!Anyways, I was happy with my experience here.  I would return, and liked my food.  So did date. Aside from tight seating, lovely place!",business,7,JffajLV-Dnn-eGYgdXDxFg
TMdHhDI7jYQ9206dtvrBgA,0,2012-10-01T07:00:00Z,"423 S Mill Ave Ste A Tempe, AZ 85281",0,cqXOZprfCylgAP-IRVOLHg,33.4259681702,-111.939849854,Restaurant Mexico,[],True,77,3,NY,I've been coming here since the 70's when it was across the street and had a screen door. I know the staff and the daily specials by heart.  When I lived away from PHX it was the place I wished for. When I go to NYC I have to take RM food to my friends. The whole family agrees. I don't understand the negative reviews. The reviewers must have had a bad day. I love the food and so has everyone  I know.,business,1,El1Q48x6ZfofQmaBZTrduQ
YCCDMLcb7UW8G-o_HsWiiA,0,2010-06-24T07:00:00Z,"7014 E Camelback Rd Suite 1433 Scottsdale, AZ 85251",0,ROKM11JR_yGq3mnSy_chZA,33.5025939941,-111.929679871,Modern Steak,[],True,216,4,NY,"It's not hard to find a steakhouse in Scottsdale.  Modern Steak's schtick is that it is... well, ""modern"" in the sense that it's not in a dark oak-filled room with overstuffed booths.  Unfortunately, however, ""modern"" also means that it's in a mall.  Ugh.Pretty efficient (if not brusque) service, with decent enough food.  I had the salmon w/ maple and bacon glaze.  It's a bit of a bizarre combo -- I'm not sure the salmon quite holds up under such a sweet glaze, but you can't complain too much anytime bacon is involved :)",business,3,iBW6n_0yzFDn4C6_0sf62w
NNGJQF3WeIHzGzweCpZ-VA,0,2010-08-16T07:00:00Z,"2241 N 7th St Phoenix, AZ 85006",0,ShPQNfKz9k9lZQRrotOKGA,33.4726753235,-112.064750671,La Piccola Cucina,[],True,104,3,NY,"The food and service were both amazing. I've had the gyro pita, orzo and greek potatoes. All were fantastic. Try the gelato also. It's the best in town! The owners are very friendly and happy to speak with each customer.",business,0,7yqlOyMgwkBgq0O88a20FA
FhjdZ2DtjVgCfK47bYO6sw,3,2012-05-13T07:00:00Z,"Camelback Inn Resort 5402 E Lincoln Dr Scottsdale, AZ 85253",2,GgVqF1e-R6tmIqlvmRccuQ,33.5460014343,-111.968276978,Rita's Kitchen,[],True,46,4,NY,"Rita's Kitchen is a hidden gem located right smack in the center of the Camelback Inn. While this may be a hot-spot for hotel guests, I think that locals might be missing out on its charm. I am a huge fan of anything the Camelback Inn does, especially since they offer live music and a great space for relaxation and Rita's Kitchen is no exception. This restaurant is airy and opens up to the spacious Camelback Inn patio where they play live music every night. Breakfast: Breakfast at Rita's is sublime and pretty reasonably priced. They offer a breakfast buffet for around $23 which includes eggs made to order (including omelets), pancakes, waffles, pastries, fresh fruit, bacon, sausage and hashbrowns. It's a great pick for a leisurely weekend breakfast. Just today was Mother's Day and while we only did the breakfast buffet, I did catch a glimpse of the Mother's Day brunch and holy moly do they know how to wow a crowd! Not only did they have stations set up all throughout the restaurant, patio and R-Bar, but they also had an extensive dessert area with build-your-own sundaes, freshly made cotton candy (in an old fashioned cotton candy maker) and a long dessert table with a chocolate fountain. Lunch:Lunch here is sublime and I also enjoy either the tacos or the chicken sandwich. The chicken sandwich is particularly a favorite of mine due to the cheese and sauce. The fries are tasty as well and you can either get sweet potato or regular. I also get sweet potato then regret not just getting the regular which are better in my mind. If the weather permits, sit on the patio and enjoy the beautiful water fountains, views of the mountain and tropical/desert setting.",business,7,4ozupHULqGyO42s3zNUzOQ
8cL7aJVKTYmLguzXEAS3Lw,0,2011-09-09T07:00:00Z,"21001 N Tatum Blvd Phoenix, AZ 85050",0,-GIRAMumwpwkJ790HOd9KQ,33.6786155701,-111.974609375,Yard House,[],True,128,3,NY,"We happened upon this location when meeting a friend for dinner.  When I showed up there was a line of about 20 people ahead of me.  i asked them to put me in first available and they said 15-20min and then 45min for a booth.Ok, I'll wait.Our friends showed up and my girlfriend had asked if there was a spot at the bar we could sit in the mean time.  We were there for about 10min already.  That's when she said to us. ""Your table inside is ready""  she walked us right there and we were sat.  WOW!  that was quick!We ordered drinks and food.  I got these jerk chicken wings for an appetizer and holy cow, they were delicious.  For my main dish I ordered a garlic noodle dish.  It definitely hit the spot.  My only beef would be that it was hard to talk with so many people inside.  I wont let that affect the rating though.Awesome place!",business,0,_4lqpCYCqOQzbB6xQGGhrQ
g-eZgnBDvSDguF8cUxKCkA,0,2012-05-21T07:00:00Z,"7500 E Doubletree Ranch Rd Scottsdale, AZ 85258",0,OxlQFXVZbYxBEJSh8czh0A,33.567035675,-111.918464661,SWB Southwest Bistro,[],True,19,4,NY,We stayed at the Hyatt Gainey Ranch during spring break and had a fabulous time. We ate at SWB for lunch and enjoyed it so much we ordered dinner that evening to eat in the room with our kids. My husband ordered me the chocolate caramel tart which turned out to be one of the best desserts I've ever had. I tried looking for the recipe and couldn't find it so I figured it wouldn't hurt to ask for it. Surprisingly I received an almost immediate response from the hotel that they would let the chef know. Within a few hours the recipe from the chef was in my e-mail with additional tips! Now I call that customer service. We loved the hotel and loved the restaurant. Looking forward to going back someday.,business,0,oeN1mnXSqa_Mt0L_-bp8vg
VEojEXbJ81eiPLSSF9jNEQ,2,2008-08-13T07:00:00Z,"9120 E Indian Bend Scottsdale, AZ 85256",1,8ZC2ymJRf81mGgRKpBWOmQ,33.5403671265,-111.885269165,YC's Mongolian Grill,[],True,71,4,NY,"It has been several months but I hadn't lost the formula (80/10/10 - veggies, meat, noodles).  Pat down some chicken-turkey (no taste difference as far as I can tell) with the wax paper.  Load up with mostly veggies (more green than red or white), add some wheat noodles to fill the bowl to the brim.  Follow with the sweet and sour mix but add some extra vinegar and orange sauce.  Add some pineapple and all set to have it grilled.  Fill a small bowl with peanuts and another small bowl with pineapple.  Fill the large red plastic drinking vessel with ice and low cal lemonade.  Then chow down...My formula has more or less stayed the same since being introduced to YC's by Mike T and/or Erik T.  Both took different approaches and none tasted like the other despite selecting choices from the same line.  Amazing how three related people ended up with very different meals especially Erik T with cod fish and Mike T with who knows what kind of sauces except they were very dark.",business,2,J72XoQspNBmPsX2iKl2YvA
Y_TtMiH_nx33FH4C48XhsA,1,2011-04-16T07:00:00Z,"13246 N 113th Ave Ste 3 Youngtown, AZ 85363",1,gwGGLhbcx27rzz3D9jVudA,33.6046867371,-112.302497864,"Palmer's Kitchen, Bath and Beyond",[],True,6,3,NY,"Called these guys when an evap cooler water pressure line at my office burst.  A guy with a clean white shirt tucked in to his pants introduced himself to me, assessed my problem, and quoted a very fair price to fix it. This guy was way too clean, personable and professional to be the plumber? He went right to work and had everything back to normal for me in no time! You have to understand... I am use to a dirty, loud, intrusive  plumber that smiles with his butt!  These guys won me over and their telephone number 623-977-4458 is in my cell phone now.  I highly recommend Palmer's Plumbing!!!",business,1,LL2Kk0jjD9McDPfPEDbZBQ
9BH18avE46LlHMvJn67MaA,0,2011-06-30T07:00:00Z,"130 N Central Ave Phoenix, AZ 85004",0,Ob4PFYGeHC0Frj34-l0uDw,33.4500541687,-112.073997498,The Downtown Deli,[],True,33,3,NY,"I had a nice lunch here on a hot summer day. $12 for a good pastrami sandwich with crispy seasoned fries and an iced tea. Definitely recommend the food.Line was very short on a Friday afternoon. Soda machine ran out of ice, but they filled my cup with ice from ice maker in back and quickly filled machine with more ice.",business,1,wy9AIj-FTQaH7OAGg3xBfg
BO_TJFFJyXu8i2rW83hG3g,0,2011-11-13T08:00:00Z,"6000 E Camelback Rd Scottsdale, AZ 85251",0,z8WydPXflaC4Yvk6WUSxpg,33.5019607544,-111.951438904,Relish Burger Bistro,[],True,25,4,NY,"More like 3.5 stars, but I'm rounding up because the overall property was so nice.Good Food, Good Service, Good View (overlooking the golf course).I had the Chicken Caprese sandwich which was quite tasty, but the burger my mom has was WAY better.  If you go here.... order a burger.  They are big, juicy and super duper good.  It's also super duper messy.  It's a ""fork and knife"" type of burger. Their bloody mary is pretty good... a little too tomato-y.... needed more seasoning.Mom's John Daly Peach drink was refreshing.  Good for cooling off and relaxing after a round of golf.  :)Tater Tots were served with our sandwiches and they were good... but nothing all that special.  They were crunchy on the outside and soft and hot on the inside... but for this type of establishment.... I would have expectetd Truffle Tots or something different.Their relishes that they offered on the side were 'ok'..... I was not impressed.  They tasted like they were from a bottle.... I'm sure they make their own relish... I'm just saying they didn't taste any different than the ones you get at the store.",business,0,IYJg3a-NTaymcYPOfRrcsg
CWoXwnoxdFihXB1KhH9goA,0,2012-07-21T07:00:00Z,"1660 E. Camelback Road Suite #195 Phoenix, AZ 85016",0,UjfIUMfKaB04M_R2hYAmPw,33.5092430115,-112.046264648,Massage Envy Camelback,[],True,22,3,MN,I got a coupon at a past Yelp event to try them out and I'm SO glad I did!  Massage Envy really exceeded my wildest expectations for a chain that offers affordable rates for massage therapy.  I was pleasantly surprised by the level of expertise and professionalism that I experienced!My massage therapist was Dannie and she worked through my trigger points and loosened my tight muscles with an intuition that I have rarely experienced.I highly recommend this place and hope to return soon!,business,1,wIi2J1UGRB2G_3vu5eNK3g
pxClzo2Ek5wGRJmYZcSkuQ,0,2012-07-09T07:00:00Z,"10030 N 90th St Scottsdale, AZ 85258",0,GXXnhfTtNefRIktHo_ZGLA,33.5772132874,-111.885871887,PetSmart,[],True,6,4,MN,Ask for Alex - he is very helpful and knowledgeable with products in the store. He is a young college student and works part time but always has a great attitude and finds the best deals for our family. Thanks Alex!,business,0,HBRvlxpo1PUQS9uU8csDTQ
