49-2095	Electrical and electronics repairers, powerhouse, substation, and relay	23180	60700
49-2096	Electronic equipment installers and repairers, motor vehicles	19980	29770
49-2097	Electronic home entertainment equipment installers and repairers	38680	33830
49-2098	Security and fire alarm systems installers	62720	38630
49-3011	Aircraft mechanics and service technicians	116310	51650
49-3021	Automotive body and related repairers	147200	39950
49-3022	Automotive glass installers and repairers	18330	33180
49-3023	Automotive service technicians and mechanics	649460	37540
49-3031	Bus and truck mechanics and diesel engine specialists	248620	40710
49-3041	Farm equipment mechanics	30240	32850
49-3042	Mobile heavy equipment mechanics, except engines	125930	44300
49-3043	Rail car repairers	20780	44920
49-3051	Motorboat mechanics	19640	36080
49-3052	Motorcycle mechanics	16850	33490
49-3053	Outdoor power equipment and other small engine mechanics	26440	29970
49-3091	Bicycle repairers	9690	24140
49-3092	Recreational vehicle service technicians	13400	33380
49-3093	Tire repairers and changers	98520	23830
49-9011	Mechanical door repairers	17530	35360
49-9012	Control and valve installers and repairers, except mechanical door	43900	47260
49-9021	Heating, air conditioning, and refrigeration mechanics and installers	261610	42240
49-9031	Home appliance repairers	37300	35690
49-9041	Industrial machinery mechanics	280620	45280
49-9042	Maintenance and repair workers, general	1305170	35630
49-9043	Maintenance workers, machinery	73650	38610
49-9044	Millwrights	46250	50030
49-9045	Refractory materials repairers, except brickmasons	2450	41750
49-9051	Electrical power-line installers and repairers	111580	54300
49-9052	Telecommunications line installers and repairers	168050	47330
49-9061	Camera and photographic equipment repairers	3820	37990
49-9062	Medical equipment repairers	34260	44030
49-9063	Musical instrument repairers and tuners	5310	35950
49-9064	Watch repairers	2770	37600
49-9069	Precision instrument and equipment repairers, all other	12990	50400
49-9091	Coin, vending, and amusement machine servicers and repairers	41280	30970
49-9092	Commercial divers	2370	54940
49-9093	Fabric menders, except garment	960	27920
49-9094	Locksmiths and safe repairers	18500	35900
49-9095	Manufactured building and mobile home installers	8290	29460
49-9096	Riggers	13490	42620
49-9097	Signal and track switch repairers	6570	49060
49-9098	Helpers--installation, maintenance, and repair workers	149350	25670
49-9099	Installation, maintenance, and repair workers, all other	139100	37220
51-0000	Production occupations	9919120	32320
51-1011	First-line supervisors/managers of production and operating workers	658500	53500
51-2011	Aircraft structure, surfaces, rigging, and systems assemblers	43330	43600
51-2021	Coil winders, tapers, and finishers	22160	28720
51-2022	Electrical and electronic equipment assemblers	215230	29410
51-2023	Electromechanical equipment assemblers	62310	30520
51-2031	Engine and other machine assemblers	39270	34900
51-2041	Structural metal fabricators and fitters	111620	33860
51-2091	Fiberglass laminators and fabricators	30890	28680
51-2092	Team assemblers	1131060	27630
51-2093	Timing device assemblers, adjusters, and calibrators	2700	30710
51-2099	Assemblers and fabricators, all other	318060	32840
51-3011	Bakers	141130	25020
51-3021	Butchers and meat cutters	128210	29700
51-3022	Meat, poultry, and fish cutters and trimmers	166150	22400
51-3023	Slaughterers and meat packers	97000	23270
51-3091	Food and tobacco roasting, baking, and drying machine operators and tenders	17870	28610
51-3092	Food batchmakers	99170	26290
51-3093	Food cooking machine operators and tenders	39300	24110
51-4011	Computer-controlled machine tool operators, metal and plastic	143030	34520
51-4012	Numerical tool and process control programmers	16990	46360
51-4021	Extruding and drawing machine setters, operators, and tenders, metal and plastic	92160	31030
51-4022	Forging machine setters, operators, and tenders, metal and plastic	28800	32370
51-4023	Rolling machine setters, operators, and tenders, metal and plastic	34970	35410
51-4031	Cutting, punching, and press machine setters, operators, and tenders, metal and plastic	242970	29420
51-4032	Drilling and boring machine tool setters, operators, and tenders, metal and plastic	33550	32520
51-4033	Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic	91990	31230
51-4034	Lathe and turning machine tool setters, operators, and tenders, metal and plastic	56500	34070
51-4035	Milling and planing machine setters, operators, and tenders, metal and plastic	26220	34450
51-4041	Machinists	419070	37490
51-4051	Metal-refining furnace operators and tenders	19280	37310
51-4052	Pourers and casters, metal	15320	33510
51-4061	Model makers, metal and plastic	8990	44700
51-4062	Patternmakers, metal and plastic	6220	39490
51-4071	Foundry mold and coremakers	15240	30390
51-4072	Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic	145760	29270
51-4081	Multiple machine tool setters, operators, and tenders, metal and plastic	87800	32780
51-4111	Tool and die makers	85610	48180
51-4121	Welders, cutters, solderers, and brazers	392520	35370
51-4122	Welding, soldering, and brazing machine setters, operators, and tenders	51840	33700
51-4191	Heat treating equipment setters, operators, and tenders, metal and plastic	23630	33140
51-4192	Lay-out workers, metal and plastic	8340	37170
51-4193	Plating and coating machine setters, operators, and tenders, metal and plastic	40300	30090
51-4194	Tool grinders, filers, and sharpeners	16410	33880
51-4199	Metal workers and plastic workers, all other	43690	35570
51-5011	Bindery workers	60560	29100
51-5012	Bookbinders	6150	33970
51-5021	Job printers	42640	35330
51-5022	Prepress technicians and workers	61170	36440
51-5023	Printing machine operators	193510	34150
51-6011	Laundry and dry-cleaning workers	221230	20230
51-6021	Pressers, textile, garment, and related materials	67500	19860
51-6031	Sewing machine operators	190440	21690
51-6041	Shoe and leather workers and repairers	8170	24130
51-6042	Shoe machine operators and tenders	4910	25420
51-6051	Sewers, hand	7050	23170
51-6052	Tailors, dressmakers, and custom sewers	31700	26920
51-6061	Textile bleaching and dyeing machine operators and tenders	16180	24480
51-6062	Textile cutting machine setters, operators, and tenders	20170	23810
51-6063	Textile knitting and weaving machine setters, operators, and tenders	30250	25650
51-6064	Textile winding, twisting, and drawing out machine setters, operators, and tenders	36540	24600
51-6091	Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers	14440	31800
51-6092	Fabric and apparel patternmakers	7500	42190
51-6093	Upholsterers	39090	30560
51-6099	Textile, apparel, and furnishings workers, all other	17430	27450
51-7011	Cabinetmakers and bench carpenters	120960	30620
51-7021	Furniture finishers	21630	28410
51-7031	Model makers, wood	1740	35690
51-7032	Patternmakers, wood	1930	38720
51-7041	Sawing machine setters, operators, and tenders, wood	51830	27070
51-7042	Woodworking machine setters, operators, and tenders, except sawing	88510	25880
51-7099	Woodworkers, all other	11260	26570
51-8011	Nuclear power reactor operators	4970	73510
51-8012	Power distributors and dispatchers	9820	66070
51-8013	Power plant operators	34700	58340
51-8021	Stationary engineers and boiler operators	39000	50660
51-8031	Water and liquid waste treatment plant and system operators	110300	39950
51-8091	Chemical plant and system operators	44600	52150
51-8092	Gas plant operators	14500	55350
51-8093	Petroleum pump system operators, refinery operators, and gaugers	45710	54950
51-8099	Plant and system operators, all other	12370	48590
51-9011	Chemical equipment operators and tenders	52890	45580
51-9012	Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders	41200	38010
51-9021	Crushing, grinding, and polishing machine setters, operators, and tenders	41270	31360
51-9022	Grinding and polishing workers, hand	40290	27100
51-9023	Mixing and blending machine setters, operators, and tenders	140120	32650
51-9031	Cutters and trimmers, hand	24700	25540
51-9032	Cutting and slicing machine setters, operators, and tenders	76500	30020
51-9041	Extruding, forming, pressing, and compacting machine setters, operators, and tenders	85130	30430
51-9051	Furnace, kiln, oven, drier, and kettle operators and tenders	22950	32950
51-9061	Inspectors, testers, sorters, samplers, and weighers	467010	33890
51-9071	Jewelers and precious stone and metal workers	24780	35360
51-9081	Dental laboratory technicians	42640	36990
51-9082	Medical appliance technicians	12930	38640
51-9083	Ophthalmic laboratory technicians	32930	29130
51-9111	Packaging and filling machine operators and tenders	357480	26550
51-9121	Coating, painting, and spraying machine setters, operators, and tenders	103310	29680
51-9122	Painters, transportation equipment	50310	40300
51-9123	Painting, coating, and decorating workers	31200	26090
51-9131	Photographic process workers	21040	29410
51-9132	Photographic processing machine operators	49550	22740
51-9141	Semiconductor processors	32230	34170
51-9191	Cementing and gluing machine operators and tenders	19640	29030
51-9192	Cleaning, washing, and metal pickling equipment operators and tenders	18870	26140
51-9193	Cooling and freezing equipment operators and tenders	9940	27260
51-9194	Etchers and engravers	10760	29400
51-9195	Molders, shapers, and casters, except metal and plastic	41900	29090
51-9196	Paper goods machine setters, operators, and tenders	104170	34010
51-9197	Tire builders	21740	38080
51-9198	Helpers--production workers	499870	23320
51-9199	Production workers, all other	280160	30310
53-0000	Transportation and material moving occupations	9508750	31450
53-1011	Aircraft cargo handling supervisors	4950	46660
53-1021	First-line supervisors/managers of helpers, laborers, and material movers, hand	186230	44380
53-1031	First-line supervisors/managers of transportation and material-moving machine and vehicle operators	218480	53960
53-2011	Airline pilots, copilots, and flight engineers	77090	119750
53-2012	Commercial pilots	31250	75500
53-2021	Air traffic controllers	24260	108090
53-2022	Airfield operations specialists	8050	42550
53-3011	Ambulance drivers and attendants, except emergency medical technicians	21790	23400
53-3021	Bus drivers, transit and intercity	184160	35700
53-3022	Bus drivers, school	460100	27060
53-3031	Driver/sales workers	372720	26050
53-3032	Truck drivers, heavy and tractor-trailer	1672580	38720
53-3033	Truck drivers, light or delivery services	908960	30260
53-3041	Taxi drivers and chauffeurs	170520	23540
53-3099	Motor vehicle operators, all other	78610	29650
53-4011	Locomotive engineers	42760	53470
53-4012	Locomotive firers	970	52950
53-4013	Rail yard engineers, dinkey operators, and hostlers	5480	34850
53-4021	Railroad brake, signal, and switch operators	24610	49400
53-4031	Railroad conductors and yardmasters	39580	54120
53-4041	Subway and streetcar operators	7430	49330
53-4099	Rail transportation workers, all other	4660	44200
53-5011	Sailors and marine oilers	32420	35880
53-5021	Captains, mates, and pilots of water vessels	30600	67730
53-5022	Motorboat operators	3380	36480
53-5031	Ship engineers	11190	66140
53-6011	Bridge and lock tenders	4490	39930
53-6021	Parking lot attendants	136470	20120
53-6031	Service station attendants	84480	20340
53-6041	Traffic technicians	7030	41810
53-6051	Transportation inspectors	24940	59200
53-6099	Transportation workers, all other	43330	35590
53-7011	Conveyor operators and tenders	41920	30090
53-7021	Crane and tower operators	44490	45430
53-7031	Dredge operators	1910	39040
53-7032	Excavating and loading machine and dragline operators	65160	38180
53-7033	Loading machine operators, underground mining	3670	44230
53-7041	Hoist and winch operators	2810	41340
53-7051	Industrial truck and tractor operators	620450	30750
53-7061	Cleaners of vehicles and equipment	330850	21700
53-7062	Laborers and freight, stock, and material movers, hand	2335510	24690
53-7063	Machine feeders and offbearers	144820	26880
53-7064	Packers and packagers, hand	777630	21100
53-7071	Gas compressor and gas pumping station operators	4050	44410
53-7072	Pump operators, except wellhead pumpers	9280	41020
53-7073	Wellhead pumpers	17050	39430
53-7081	Refuse and recyclable material collectors	129080	32790
53-7111	Shuttle car operators	3050	42700
53-7121	Tank car, truck, and ship loaders	12330	39510
53-7199	Material moving workers, all other	41140	34700
